Property Id,Property Name,Parent Property Id,Parent Property Name,City,Primary Property Type - Portfolio Manager-Calculated,Year Built,Construction Status,Occupancy,Property GFA - Calculated (Buildings and Parking) (ft²),Property GFA - Calculated (Buildings) (ft²),Borough,Metered Areas (Energy),Metered Areas (Water),ENERGY STAR Score,National Median ENERGY STAR Score,Target ENERGY STAR Score,Site EUI (kBtu/ft²),Site Energy Use (kBtu),Source EUI (kBtu/ft²),Source Energy Use (kBtu),Green Power - Onsite and Offsite (kWh),eGRID Output Emissions Rate (kgCO2e/MBtu),Percent of Electricity that is Green Power,"Alert - Data Center Issue (with Estimates, IT Configuration, or IT Meter)",Alert - Energy Meter has less than 12 full calendar months of data,Alert - Energy Meter has gaps,Alert - Energy Meter has overlaps,Alert - Energy - No meters selected for metrics,Alert - Energy Meter has single entry more than 65 days,Alert - Water Meter has less than 12 full calendar months of data,Alert - Property has no uses,Avoided Emissions - Onsite and Offsite Green Power (Metric Tons CO2e),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft²),Net Emissions (Metric Tons CO2e),National Median Total GHG Emissions (Metric Tons CO2e),Building Age,Base LL97 Penalty,Base Penalty $/ft²,Decade Built,Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),District Steam Use (kBtu),Diesel #2 Use (kBtu),District Hot Water Use (kBtu),District Chilled Water Use (kBtu),Natural Gas Use (kBtu),Electricity Use - Grid Purchase (kBtu),GHG Emissions Intensity,Calculated Limit,Excess Emissions
2739212,84 EQUITIES INC,Standalone,Standalone,New York City,Multifamily Housing,1928,Existing,100,55600.0,55600.0,Queens,Whole Property,Whole Property,66.0,50,,92.7,5155851.3,117.9,6554208.2,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,287.3,5.2,287.3,320.7,93,2492.4000000000033,1.3848,1920s,,,,,,,,,4504100.3,651751.0,0.00516726618705036,278.0,9.300000000000011
2747216,JACKSON HTS PLAZA ASSOC,Standalone,Standalone,New York City,Multifamily Housing,1928,Existing,100,55300.0,55300.0,Queens,Whole Property,Whole Property,66.0,50,,78.0,4314448.4,105.9,5857106.0,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,244.8,4.4,244.8,273.3,93,0.0,1.1864,1920s,,,,,,,,,3556199.7,758248.7,0.0044267631103074145,276.5,0.0
2781647,JACKSON HGHTS PLAZA OWNER-3459,Standalone,Standalone,New York City,Multifamily Housing,1928,Existing,100,55300.0,55300.0,Queens,Whole Property,Whole Property,78.0,50,,84.3,4661215.3,109.0,6030402.8,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,261.0,4.7,261.0,320.5,93,0.0,1.2649,1920s,,,,,,,,,4012000.1,649215.2,0.004719710669077758,276.5,0.0
2784309,SEA ISLE OWNERS CORP,Standalone,Standalone,New York City,Multifamily Housing,1961,Existing,100,222000.0,222000.0,Brooklyn,Whole Property,Whole Property,75.0,50,,72.0,15980971.7,101.7,22579819.8,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,917.3,4.1,917.3,1099.2,60,0.0,1.1074,1960s,,,,,,,,,12666800.5,3314171.2,0.004131981981981982,1110.0,0.0
2739194,41-50 78 ST CORP,Standalone,Standalone,New York City,Multifamily Housing,1951,Existing,100,148956.0,148956.0,Queens,Whole Property,Whole Property,66.0,50,,81.6,12161575.6,110.8,16509886.6,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,690.1,4.6,690.1,770.0,70,0.0,1.2416,1950s,,,,,,,,,10024300.1,2137275.5,0.004632911732323639,744.78,0.0
2739141,2299-13 APT CORP,Standalone,Standalone,New York City,Multifamily Housing,1960,Existing,100,61600.0,61600.0,Brooklyn,Whole Property,Whole Property,76.0,50,,80.0,4926163.4,105.4,6491732.5,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,277.2,4.5,277.2,335.1,61,0.0,1.206,1960s,,,,,,,,,4172300.0,753863.4,0.0045,308.0,0.0
2746846,GLENWOOD GREENWOOD OWNERS,Standalone,Standalone,New York City,Multifamily Housing,1959,Existing,100,122640.0,122640.0,Queens,Whole Property,Whole Property,51.0,50,,95.5,11710161.9,124.3,15240678.7,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,656.8,5.4,656.8,665.0,62,11684.799999999976,1.4353,1950s,,,,,,,,,10027299.8,1682862.1,0.005355512067840834,613.2,43.59999999999991
19906892,363 West 16th Street,Standalone,Standalone,New York City,Hotel,1969,Existing,100,110286.0,110286.0,Manhattan,Whole Property,Whole Property,,50,,302.8,33392142.4,562.9,62083609.7,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,2092.8,19.0,2092.8,545.4,52,413087.16000000003,5.0856,1960s,,,,,,,,,17951079.4,15441063.0,0.018976116642184866,551.4300000000001,1541.3700000000001
18634414,5625 Arlington Avenue,Standalone,Standalone,New York City,Fitness Center/Health Club/Gym,1974,Existing,80,58308.0,58308.0,Bronx,Whole Property,Whole Property,,50,,103.9,6060731.5,190.2,11090918.8,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,377.8,6.5,377.8,222.4,47,23117.679999999997,1.7365,1970s,,,,,,,,,3359502.6,2701229.0,0.006479385333058928,291.54,86.25999999999999
18196127,15 Rewe Street,Standalone,Standalone,New York City,Manufacturing/Industrial Plant,1957,Existing,80,64040.0,64040.0,Brooklyn,Whole Property,Whole Property,,50,,14.6,933053.5,22.2,1424299.8,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,54.8,0.9,54.8,,64,0.0,0.2293,1950s,,,,,,,,,679000.0,254053.5,0.0008557151780137414,320.2,0.0
18104614,49-29 Metropolitan Avenue,Standalone,Standalone,New York City,Manufacturing/Industrial Plant,1930,Existing,80,51209.0,51209.0,Queens,Whole Property,Whole Property,,50,,6.1,311613.1,14.3,734091.6,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,21.4,0.4,21.4,,91,0.0,0.112,1930s,,,,,,,,,79100.0,232513.1,0.0004178952918432307,256.045,0.0
3325091,Adrian Avenue Association,Standalone,Standalone,New York City,Multifamily Housing,1926,Existing,100,60070.0,60070.0,Manhattan,Whole Property,Whole Property,74.0,50,,87.8,5271821.6,117.0,7025268.6,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,297.6,5.0,297.6,354.2,95,0.0,1.3277,1920s,,,,,,,,,4420475.3,851346.3,0.004954220076577327,300.35,0.0
2643873,1818 Anthony Ave.,Standalone,Standalone,New York City,Multifamily Housing,1956,Existing,100,63600.0,63600.0,Bronx,Whole Property,Whole Property,96.0,50,,50.3,3201064.0,81.2,5164297.1,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,191.3,3.0,191.3,306.8,65,0.0,0.8061,1950s,,,,,,,,,2170675.6,1030388.5,0.0030078616352201258,318.0,0.0
2643920,80 McClellan St.,Standalone,Standalone,New York City,Multifamily Housing,1964,Existing,100,124800.0,124800.0,Bronx,Whole Property,Whole Property,78.0,50,,71.9,8974607.6,96.6,12053445.5,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,507.8,4.1,507.8,627.3,57,0.0,1.0905,1960s,,,,,,,,,7471689.0,1502918.6,0.004068910256410256,624.0,0.0
2643943,185 McClellan St.,Standalone,Standalone,New York City,Multifamily Housing,1936,Existing,100,120515.0,120515.0,Bronx,Whole Property,Whole Property,39.0,50,,95.7,11537266.1,127.9,15417808.6,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,651.8,5.4,651.8,609.3,85,13192.299999999976,1.4495,1930s,,,,,,,,,9649449.5,1887816.7,0.005408455378998465,602.575,49.22499999999991
2643944,1181 Sheridan Ave.,Standalone,Standalone,New York City,Multifamily Housing,1936,Existing,100,72000.0,72000.0,Bronx,Whole Property,Whole Property,34.0,50,,99.9,7191294.5,128.2,9230735.2,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,401.8,5.6,401.8,361.7,85,11202.400000000003,1.4956,1930s,,,,,,,,,6231365.4,959929.1,0.005580555555555556,360.0,41.80000000000001
2643964,281 Edgecombe Ave.,Standalone,Standalone,New York City,Multifamily Housing,1920,Existing,100,58000.0,58000.0,Manhattan,Whole Property,Whole Property,90.0,50,,84.0,4874107.7,110.5,6409652.8,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,274.1,4.7,274.1,390.9,101,0.0,1.2665,1920s,,,,,,,,,4135913.7,738194.1,0.004725862068965517,290.0,0.0
2643965,2025 Walton Ave.,Standalone,Standalone,New York City,Multifamily Housing,1950,Existing,100,57000.0,57000.0,Bronx,Whole Property,Whole Property,35.0,50,,97.7,5570050.8,132.1,7529323.8,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,315.7,5.5,315.7,287.9,71,8227.599999999997,1.4843,1950s,,,,,,,,,4609610.5,960440.3,0.00553859649122807,285.0,30.69999999999999
2643973,1915 Morris Ave.,Standalone,Standalone,New York City,Multifamily Housing,1935,Existing,100,57000.0,57000.0,Bronx,Whole Property,Whole Property,58.0,50,,88.6,5049868.9,115.5,6580947.4,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,283.3,5.0,283.3,300.5,86,0.0,1.332,1930s,,,,,,,,,4319248.9,730620.0,0.004970175438596491,285.0,0.0
2644000,2805 Pond Place,Standalone,Standalone,New York City,Multifamily Housing,1954,Existing,100,66600.0,66600.0,Bronx,Whole Property,Whole Property,75.0,50,,75.7,5039873.5,100.7,6706030.0,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,284.4,4.3,284.4,340.5,67,0.0,1.1444,1950s,,,,,,,,,4231780.5,808093.0,0.00427027027027027,333.0,0.0
2644009,1860 Morris Ave.,Standalone,Standalone,New York City,Multifamily Housing,1935,Existing,100,64800.0,64800.0,Bronx,Whole Property,Whole Property,57.0,50,,85.4,5534015.4,113.0,7321477.4,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,311.8,4.8,311.8,328.2,86,0.0,1.2895,1930s,,,,,,,,,4670723.4,863292.1,0.0048117283950617285,324.0,0.0
3113637,Wendi Realty LLC,Standalone,Standalone,New York City,Refrigerated Warehouse,1940,Existing,100,120200.0,120200.0,Queens,Whole Property,Whole Property,81.0,50,,44.7,5374801.0,73.4,8827717.5,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,323.1,2.7,323.1,628.8,81,0.0,0.7204,1940s,,,,,,,,,3555271.6,1819529.4,0.00268801996672213,601.0,0.0
6288750,Courtyard Marriott 30th,Standalone,Standalone,New York City,Hotel,2013,Existing,90,121000.0,121000.0,Manhattan,Whole Property,Whole Property,59.0,50,,112.1,13563687.6,172.5,20869469.7,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,798.7,6.6,798.7,867.9,8,51911.60000000001,1.769,2010s,,,,,,,,,9776488.9,3787198.7,0.006600826446280992,605.0,193.70000000000005
19721557,3200 BAYCHESTER AVE BRONX,Standalone,Standalone,New York City,Senior Living Community,1977,Existing,100,117954.0,117954.0,Bronx,,,43.0,50,,161.2,19018171.7,232.9,27476338.0,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,1098.8,9.3,1098.8,1046.4,44,136420.03999999998,2.4966,1970s,,,,,,,,,14728310.2,4289861.5,0.009315495871271852,589.77,509.03
15743883,20 East 46 Street,Standalone,Standalone,New York City,Office,1958,Existing,90,87016.0,87016.0,Manhattan,Whole Property,Whole Property,64.0,50,,80.3,6991000.5,168.0,14619316.1,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,502.0,5.8,502.0,614.4,63,17934.560000000005,1.5461,1950s,,,,,,,,,2831705.8,4159294.7,0.005769053967086513,435.08,66.92000000000002
16096369,14 53rd Street,Standalone,Standalone,New York City,Office,1918,Existing,10,382080.0,382080.0,Brooklyn,Whole Property,Whole Property,100.0,50,,18.3,7004838.0,21.9,8358770.8,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,383.9,1.0,383.9,3045.8,103,0.0,0.2693,1910s,,,,,,,,,6431300.3,573537.7,0.0010047634003350083,1910.4,0.0
15620102,850 East 140 Street,Standalone,Standalone,New York City,Non-Refrigerated Warehouse,1962,Existing,65,54000.0,54000.0,Bronx,Whole Property,Whole Property,60.0,50,,57.2,3086399.1,68.4,3696003.0,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,228.0,4.2,228.0,276.4,59,0.0,1.1316,1960s,,2719524.6,,,,,,,44551.6,322322.8,0.004222222222222222,270.0,0.0
15346987,251-38 71 Road,Standalone,Standalone,New York City,Multifamily Housing,1952,Existing,90,121968.0,121968.0,Queens,Whole Property,Whole Property,32.0,50,,106.3,12961581.4,135.5,16521846.4,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,970.8,8.0,970.8,865.5,69,96737.27999999998,2.1331,1950s,,10547215.8,,,,,,,514361.4,1905185.4,0.007959464777646596,609.84,360.9599999999999
15346988,251-38 71 Avenue,Standalone,Standalone,New York City,Multifamily Housing,1952,Existing,90,217014.0,217014.0,Queens,Whole Property,Whole Property,40.0,50,,100.5,21799338.7,129.8,28165170.7,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,1604.3,7.4,1604.3,1505.3,69,139153.64,1.9812,1950s,,17811715.1,,,,,,,565718.7,3421904.9,0.0073926106149833646,1085.07,519.23
2715862,100 Woodruff Ave - 38218,Standalone,Standalone,New York City,Multifamily Housing,1941,Existing,100,108549.0,108549.0,Brooklyn,Whole Property,Whole Property,78.0,50,,67.7,7348964.2,90.8,9854228.6,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,415.6,3.8,415.6,510.0,80,0.0,1.0261,1940s,,,,,,,,,6127354.9,1221609.2,0.00382868566269611,542.745,0.0
2715864,135 Ocean Ave - 38286,Standalone,Standalone,New York City,Multifamily Housing,1928,Existing,100,72684.0,72684.0,Brooklyn,Whole Property,Whole Property,49.0,50,,87.9,6387029.2,118.8,8636435.0,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,362.0,5.0,362.0,360.5,93,0.0,1.3348,1920s,,,,,,,,,5284141.1,1102888.1,0.004980463375708547,363.42,0.0
2715984,231 Ocean Ave - 38270,Standalone,Standalone,New York City,Multifamily Housing,1926,Existing,100,64165.0,64165.0,Brooklyn,Whole Property,Whole Property,75.0,50,,74.3,4769835.9,103.7,6651282.7,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,272.8,4.3,272.8,328.3,95,0.0,1.1394,1920s,,,,,,,,,3831004.5,938831.4,0.004251539001013014,320.825,0.0
2715998,395 Ocean Ave - 38222,Standalone,Standalone,New York City,Multifamily Housing,1940,Existing,100,116873.0,116873.0,Brooklyn,Whole Property,Whole Property,61.0,50,,80.5,9403484.2,104.4,12204607.0,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,527.0,4.5,527.0,568.2,81,0.0,1.2085,1940s,,,,,,,,,8071513.5,1331970.6,0.004509168071325285,584.365,0.0
2716002,417 Ocean Ave - 38223,Standalone,Standalone,New York City,Multifamily Housing,1927,Existing,100,74169.0,74169.0,Brooklyn,Whole Property,Whole Property,69.0,50,,82.7,6136627.6,106.2,7873655.0,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,342.8,4.6,342.8,393.1,94,0.0,1.2387,1920s,,,,,,,,,5319372.8,817254.8,0.00462187706454179,370.845,0.0
2716006,550 Ocean Avenue - 24263,Standalone,Standalone,New York City,Multifamily Housing,1930,Existing,100,56430.0,56430.0,Brooklyn,Whole Property,Whole Property,36.0,50,,85.6,4832739.8,113.0,6378250.7,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,272.1,4.8,272.1,249.5,91,0.0,1.2923,1930s,,,,,,,,,4087669.0,745070.8,0.004821903242955875,282.15000000000003,0.0
3096462,1050 Carroll Place - 38216,6779407,1050-1064 Carroll Place,New York City,Multifamily Housing,1928,Existing,100,82053.0,82053.0,Bronx,Whole Property,Whole Property,1.0,50,,193.2,15851145.8,238.3,19555754.5,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,876.3,10.7,876.3,410.5,93,124897.37999999999,2.8622,1920s,,,,,,,,,14187116.5,1664029.3,0.010679682644144638,410.265,466.03499999999997
6779407,1050-1064 Carroll Place,6779407,1050-1064 Carroll Place,New York City,Multifamily Housing,1928,Existing,100,167646.0,167646.0,Bronx,Whole Property,Whole Property,14.0,50,,106.0,17768440.0,145.0,24304885.4,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,1010.5,6.0,1010.5,771.6,93,46168.35999999999,1.6154,1920s,,,,,,,,,14540998.1,3227442.0,0.006027581928587619,838.23,172.26999999999998
2612621,Parker Jewish Institute For Health Care & Rehabilitation,Standalone,Standalone,New York City,Senior Living Community,1972,Existing,100,356093.0,356093.0,Outside NYC,Whole Property,Whole Property,32.0,50,,236.1,84067395.2,351.3,125099277.2,0.0,162.0,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,6757.5,19.0,6757.5,5971.7,49,1333845.38,5.0858,1970s,,,,,,,,,63022531.1,21044864.1,0.018976784154701158,1780.4650000000001,4977.035
2805193,1505  Macombs Road - 35464,Standalone,Standalone,New York City,Multifamily Housing,1936,Existing,100,73887.0,73887.0,Bronx,Whole Property,Whole Property,63.0,50,,78.2,5777660.4,103.9,7674329.0,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,325.9,4.4,325.9,357.2,85,0.0,1.1821,1930s,,,,,,,,,4858925.7,918734.6,0.004410789448752825,369.435,0.0
2805231,250 East Gun Hill Rd. - 35463,Standalone,Standalone,New York City,Multifamily Housing,1925,Existing,100,110912.0,110912.0,Bronx,Whole Property,Whole Property,,50,,59.4,6583490.7,86.7,9615462.6,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,381.6,3.4,381.6,519.8,96,0.0,0.9221,1920s,,,,,,,,,5039035.0,1544455.7,0.0034405654933641087,554.5600000000001,0.0
2805237,2641 Marion Avenue - 34649,Standalone,Standalone,New York City,Multifamily Housing,1937,Existing,100,69300.0,69300.0,Bronx,Whole Property,Whole Property,53.0,50,,82.8,5738833.9,111.0,7693332.0,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,324.5,4.7,324.5,332.2,84,0.0,1.2549,1930s,,,,,,,,,4785944.5,952889.4,0.004682539682539682,346.5,0.0
2805255,330 Wadsworth Ave. - 35466,Standalone,Standalone,New York City,Multifamily Housing,1920,Existing,100,87195.0,87195.0,Manhattan,Whole Property,Whole Property,66.0,50,,76.8,6696967.3,105.6,9211077.7,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,381.5,4.4,381.5,425.2,101,0.0,1.1726,1920s,,,,,,,,,5451674.6,1245292.6,0.004375250874476748,435.975,0.0
2805267,3555 Netherland Ave. - 35468,Standalone,Standalone,New York City,Multifamily Housing,1939,Existing,100,66871.0,66871.0,Bronx,Whole Property,Whole Property,77.0,50,,68.6,4590590.1,90.4,6047071.1,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,258.3,3.9,258.3,316.5,82,0.0,1.0352,1930s,,,,,,,,,3889474.9,701115.1,0.003862660944206009,334.355,0.0
2805269,3619 Bowne Street - 35469,Standalone,Standalone,New York City,Multifamily Housing,1935,Existing,100,96800.0,96800.0,Queens,Whole Property,Whole Property,98.0,50,,45.2,4379155.1,61.1,5911892.0,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,248.1,2.6,248.1,447.4,86,0.0,0.6869,1930s,,,,,,,,,3628424.2,750730.9,0.00256301652892562,484.0,0.0
2805279,401 West 56th Street - 8651,Standalone,Standalone,New York City,Multifamily Housing,1963,Existing,100,71981.0,71981.0,Manhattan,Whole Property,Whole Property,72.0,50,,83.3,5995871.2,120.6,8680465.9,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,346.6,4.8,346.6,408.2,58,0.0,1.2905,1960s,,,,,,,,,4633127.7,1362743.5,0.004815159555993943,359.90500000000003,0.0
6797303,183-201 Ocean Parkway,6797303,183-201 Ocean Parkway,New York City,Multifamily Housing,1923,Existing,100,78660.0,78660.0,Brooklyn,Whole Property,Whole Property,60.0,50,,77.2,6071001.3,97.0,7628428.7,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,337.3,4.3,337.3,360.5,98,0.0,1.1492,1920s,,,,,,,,,5354500.0,716501.3,0.004288075260615307,393.3,0.0
5802563,1130 Stadium Avenue - 30018,Standalone,Standalone,New York City,Multifamily Housing,1963,Existing,100,141020.0,141020.0,Bronx,Whole Property,Whole Property,33.0,50,,94.0,13260926.8,129.2,18221409.1,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,755.1,5.4,755.1,679.1,58,13400.0,1.435,1960s,,,,,,,,,10805249.0,2455677.7,0.005354559636930932,705.1,50.0
5802565,1035 Washington Avenue - 30026,Standalone,Standalone,New York City,Multifamily Housing,1930,Existing,100,120768.0,120768.0,Brooklyn,Whole Property,Whole Property,70.0,50,,72.0,8691501.1,96.0,11595503.2,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,490.8,4.1,490.8,565.2,91,0.0,1.0891,1930s,,,,,,,,,7280400.0,1411101.1,0.004063990461049285,603.84,0.0
5802566,150 Crown Street - 30028,Standalone,Standalone,New York City,Multifamily Housing,1930,Existing,100,131103.0,131103.0,Brooklyn,Whole Property,Whole Property,62.0,50,,79.7,10451478.1,108.6,14234963.6,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,593.6,4.5,593.6,646.5,91,0.0,1.2134,1930s,,,,,,,,,8588100.0,1863378.1,0.0045277377329275455,655.515,0.0
5802567,260 Ocean Parkway - 30029,Standalone,Standalone,New York City,Multifamily Housing,1930,Existing,100,89554.0,89554.0,Brooklyn,Whole Property,Whole Property,69.0,50,,80.9,7246727.6,101.0,9044462.0,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,401.9,4.5,401.9,461.2,91,0.0,1.2027,1930s,,,,,,,,,6426500.1,820227.4,0.004487795073363557,447.77,0.0
5802568,300 Ocean Parkway - 30030,Standalone,Standalone,New York City,Multifamily Housing,1941,Existing,100,109695.0,109695.0,Brooklyn,Whole Property,Whole Property,86.0,50,,66.2,7259566.6,86.8,9522637.0,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,408.0,3.7,408.0,544.2,80,0.0,0.9968,1940s,,,,,,,,,6173799.7,1085766.9,0.0037194038014494737,548.475,0.0
5802569,8812 Bay Parkway - 30031,Standalone,Standalone,New York City,Multifamily Housing,1928,Existing,100,77248.0,77248.0,Brooklyn,Whole Property,Whole Property,92.0,50,,64.0,4943689.1,80.4,6212329.8,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,274.6,3.6,274.6,405.5,93,0.0,0.9527,1920s,,,,,,,,,4359999.8,583689.3,0.0035547845898922952,386.24,0.0
5802570,901 Avenue H - 30032,Standalone,Standalone,New York City,Multifamily Housing,1938,Existing,100,96408.0,96408.0,Brooklyn,Whole Property,Whole Property,70.0,50,,75.5,7278180.5,96.8,9333081.0,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,406.6,4.2,406.6,468.5,83,0.0,1.1303,1930s,,,,,,,,,6311899.7,966280.8,0.004217492324288441,482.04,0.0
5802571,1449 E 5th Street - 30033,Standalone,Standalone,New York City,Multifamily Housing,1964,Existing,100,179304.0,179304.0,Brooklyn,Whole Property,Whole Property,59.0,50,,77.8,13940948.8,110.1,19747381.5,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,800.8,4.5,800.8,850.0,57,0.0,1.1969,1960s,,,,,,,,,11021300.0,2919648.7,0.004466158033284254,896.52,0.0
5802573,3145 Brighton 4 Street - 30038,Standalone,Standalone,New York City,Multifamily Housing,1929,Existing,100,107519.0,107519.0,Brooklyn,Whole Property,Whole Property,26.0,50,,94.0,10104226.4,132.4,14236359.2,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,579.5,5.4,579.5,493.6,92,11230.539999999994,1.4445,1920s,,,,,,,,,8031699.8,2072526.6,0.005389745068313507,537.595,41.90499999999997
5802575,1151 Brighton Beach Ave - 30041,Standalone,Standalone,New York City,Multifamily Housing,1937,Existing,100,68053.0,68053.0,Brooklyn,Whole Property,Whole Property,57.0,50,,89.1,6065263.3,121.0,8236237.6,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,344.2,5.1,344.2,362.4,84,1054.5800000000006,1.3555,1930s,,,,,,,,,4997999.8,1067263.5,0.005057822579460127,340.265,3.9350000000000023
5802577,1150 Brighton Beach Avenue - 30043,Standalone,Standalone,New York City,Multifamily Housing,1935,Existing,100,167846.0,167846.0,Brooklyn,Whole Property,Whole Property,62.0,50,,83.8,14065264.3,106.2,17830790.0,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,783.2,4.7,783.2,850.0,86,0.0,1.2505,1930s,,,,,,,,,12315400.0,1749864.3,0.004666182095492297,839.23,0.0
5802578,160 Beach 117th Street - 30046,Standalone,Standalone,New York City,Multifamily Housing,1932,Existing,100,69010.0,69010.0,Queens,Whole Property,Whole Property,75.0,50,,79.7,5501698.1,100.1,6908520.4,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,305.6,4.4,305.6,365.3,89,0.0,1.1868,1930s,,,,,,,,,4854991.0,646707.1,0.004428343718301695,345.05,0.0
5802581,105 Winthrop Street - 30115,Standalone,Standalone,New York City,Multifamily Housing,1940,Existing,100,66538.0,66538.0,Brooklyn,Whole Property,Whole Property,44.0,50,,99.7,6632171.3,123.4,8211130.2,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,367.0,5.5,367.0,355.0,81,9195.08,1.4782,1940s,,,,,,,,,5919399.6,712771.7,0.0055156451952267874,332.69,34.31
